timestamp,user_id,persona_type,tab_count,window_switches_15min,focus_session_duration,cognitive_load_score,app_active,task_category,keystrokes_per_min,break_duration_min,interruption_count,core_work_percentage,value_score
2025-07-23T14:00:00,13,developer,8.0,2.0,16.0,0.486,VSCode,admin,45.0,0.0,0.0,0.396,0.05
2025-07-23T14:15:00,13,developer,2.0,0.0,20.0,0.471,VSCode,admin,28.0,0.0,1.0,0.396,0.074
2025-07-23T14:30:00,13,developer,4.0,1.0,22.0,0.46,VSCode,admin,44.0,1.0,2.0,0.396,0.132
2025-07-23T15:00:00,13,developer,6.0,1.0,21.0,0.606,VSCode,development,61.0,0.0,0.0,0.396,0.364
2025-07-23T15:15:00,13,developer,2.0,0.0,25.0,0.662,VSCode,analysis,43.0,18.0,1.0,0.396,0.249
2025-07-23T15:30:00,13,developer,2.0,0.0,17.0,0.434,VSCode,development,49.0,2.0,4.0,0.396,0.276
2025-07-23T15:45:00,13,developer,6.0,2.0,14.0,0.444,VSCode,analysis,52.0,1.0,0.0,0.396,0.29
2025-07-23T16:00:00,13,developer,2.0,0.0,17.0,0.557,VSCode,development,59.0,1.0,1.0,0.396,0.278
2025-07-23T16:15:00,13,developer,8.0,3.0,19.0,0.618,Slack,development,52.0,1.0,0.0,0.396,0.258
2025-07-23T16:30:00,13,developer,7.0,2.0,18.0,0.645,VSCode,analysis,47.0,14.0,2.0,0.396,0.139
2025-07-23T16:45:00,13,developer,2.0,0.0,25.0,0.783,VSCode,development,38.0,6.0,1.0,0.396,0.274
2025-07-23T17:30:00,13,developer,4.0,1.0,21.0,0.624,VSCode,development,60.0,1.0,0.0,0.396,0.224
2025-07-23T17:45:00,13,developer,6.0,2.0,16.0,0.543,VSCode,development,32.0,0.0,1.0,0.396,0.336
2025-07-23T08:00:00,14,customer_support,4.0,1.0,23.0,0.751,Zendesk,communication,15.0,1.0,2.0,0.763,0.367
2025-07-23T08:15:00,14,customer_support,5.0,1.0,12.0,0.608,Intercom,admin,23.0,2.0,11.0,0.763,0.12
2025-07-23T08:30:00,14,customer_support,6.0,1.0,18.0,0.365,Intercom,admin,26.0,16.0,7.0,0.763,0.099
2025-07-23T09:00:00,14,customer_support,6.0,1.0,26.0,0.586,Zendesk,communication,19.0,2.0,2.0,0.704,0.417
2025-07-23T09:15:00,14,customer_support,3.0,0.0,23.0,0.538,Claude,admin,55.0,1.0,5.0,,0.343
2025-07-23T09:30:00,14,customer_support,3.0,0.0,8.0,1.0,Zendesk,communication,16.0,2.0,14.0,0.299746890125995,0.345
2025-07-23T09:45:00,14,customer_support,3.0,0.0,24.0,0.574,Slack,communication,55.0,1.0,6.0,0.704,0.328
2025-07-23T10:00:00,14,customer_support,6.0,1.0,24.0,0.429,Intercom,customer_interaction,28.0,1.0,5.0,0.646,0.575
2025-07-23T10:15:00,14,customer_support,6.0,1.0,23.0,0.614,Intercom,communication,31.0,6.0,4.0,0.646,0.341
2025-07-23T10:30:00,14,customer_support,3.0,0.0,20.0,0.612,Intercom,communication,23.0,0.0,0.0,0.646,0.352
2025-07-23T10:45:00,14,customer_support,6.0,1.0,15.0,0.606,Zendesk,customer_interaction,12.0,2.0,11.0,0.646,0.495
2025-07-23T11:00:00,14,customer_support,4.0,1.0,20.0,0.547,Claude,customer_interaction,27.0,0.0,7.0,0.587,0.629
2025-07-23T11:15:00,14,customer_support,5.0,1.0,20.0,0.377,Intercom,customer_interaction,17.0,2.0,11.0,0.587,0.484
2025-07-23T11:30:00,14,customer_support,4.0,0.0,11.0,0.549,Zendesk,case_resolution,16.0,0.0,3.0,0.587,0.638
2025-07-23T12:00:00,14,customer_support,3.0,0.0,10.0,0.578,Zendesk,customer_interaction,13.0,2.0,8.0,0.587,0.647
2025-07-23T12:30:00,14,customer_support,6.0,1.0,16.0,0.612,Claude,case_resolution,37.0,0.0,9.0,0.587,0.661
2025-07-23T12:45:00,14,customer_support,6.0,1.0,20.0,0.416,Intercom,customer_interaction,23.0,0.0,5.0,0.587,0.473
2025-07-23T13:00:00,14,customer_support,3.0,0.0,19.0,0.715,Zendesk,admin,11.0,1.0,2.0,0.587,0.216
2025-07-23T13:15:00,14,customer_support,4.0,0.0,10.0,0.592,Claude,admin,44.0,15.0,3.0,0.587,0.137
2025-07-23T13:30:00,14,customer_support,6.0,1.0,19.0,0.644,Claude,communication,57.0,1.0,4.0,0.587,0.303
2025-07-23T14:00:00,14,customer_support,4.0,1.0,9.0,0.678,Zendesk,communication,7.0,0.0,4.0,0.587,0.176
2025-07-23T14:15:00,14,customer_support,3.0,1.0,17.0,0.65,Claude,communication,53.0,0.0,4.0,0.587,0.246
2025-07-23T14:30:00,14,customer_support,3.0,0.0,14.0,0.53,Zendesk,communication,11.0,2.0,2.0,0.587,0.291
2025-07-23T14:45:00,14,customer_support,4.0,0.0,10.0,0.664,Intercom,communication,35.0,2.0,6.0,0.587,0.16
2025-07-23T15:00:00,14,customer_support,4.0,1.0,20.0,0.374,Slack,admin,46.0,2.0,6.0,0.587,0.125
2025-07-23T15:15:00,14,customer_support,6.0,1.0,16.0,0.466,Zendesk,admin,15.0,7.0,4.0,0.587,0.125
2025-07-23T15:30:00,14,customer_support,6.0,1.0,19.0,0.545,Zendesk,case_resolution,16.0,1.0,4.0,0.587,0.518
2025-07-23T16:00:00,14,customer_support,6.0,1.0,11.0,0.794,Slack,customer_interaction,56.0,18.0,4.0,0.587,0.488
2025-07-23T16:15:00,14,customer_support,2.0,,20.0,0.884,Zendesk,admin,11.0,1.0,5.0,0.587,0.09
2025-07-23T16:30:00,14,customer_support,5.0,1.0,15.0,0.46,Zendesk,customer_interaction,8.0,8.0,4.0,0.587,0.592
2025-07-23T16:45:00,14,customer_support,6.0,1.0,15.0,0.748,Zendesk,case_resolution,12.0,0.0,4.0,0.587,0.534
2025-07-23T17:00:00,14,customer_support,6.0,1.0,12.0,0.679,Intercom,customer_interaction,18.0,2.0,4.0,0.587,0.631
2025-07-23T17:15:00,14,customer_support,2.0,0.0,11.0,0.537,Zendesk,admin,11.0,1.0,6.0,0.587,0.283
2025-07-23T17:30:00,14,customer_support,3.0,0.0,9.0,0.488,Intercom,customer_interaction,21.0,1.0,3.0,0.587,0.446
2025-07-23T17:45:00,14,customer_support,5.0,1.0,15.0,0.772,Intercom,customer_interaction,36.0,0.0,4.0,0.587,0.612
2025-07-23T08:00:00,15,customer_support,5.0,4.0,4.0,0.531,Claude,admin,56.0,7.0,5.0,0.234,0.059
2025-07-23T08:15:00,15,customer_support,7.0,3.0,7.0,0.536,Intercom,admin,34.0,2.0,4.0,0.234,0.057
2025-07-23T08:45:00,15,customer_support,8.0,5.0,5.0,0.729,Slack,admin,28.0,12.0,3.0,0.234,0.069
2025-07-23T09:00:00,15,customer_support,8.0,7.0,8.0,0.754,Zendesk,admin,39.0,17.0,6.0,0.216,0.092
2025-07-23T09:15:00,15,customer_support,6.0,5.0,9.0,0.521,Intercom,learning,62.0,2.0,7.0,0.216,0.167
2025-07-23T09:30:00,15,customer_support,5.0,4.0,6.0,0.615,Slack,learning,38.0,1.0,2.0,0.216,0.174
2025-07-23T09:45:00,15,customer_support,3.0,2.0,4.0,0.501,Claude,communication,88.0,17.0,3.0,0.216,0.058
2025-07-23T10:00:00,15,customer_support,9.0,8.0,4.0,0.587,Zendesk,case_resolution,33.0,2.0,5.0,0.198,0.204
2025-07-23T10:15:00,15,customer_support,6.0,3.0,7.0,0.483,Zendesk,case_resolution,57.0,5.0,4.0,0.198,0.194
2025-07-23T10:30:00,15,customer_support,9.0,8.0,2.0,0.8101086140379482,Zendesk,customer_interaction,47.0,6.0,16.0,0.08048663940228956,0.186
2025-07-23T10:45:00,15,customer_support,6.0,5.0,7.0,0.692,Zendesk,case_resolution,40.0,10.0,5.0,0.198,0.188
2025-07-23T11:00:00,15,customer_support,4.0,3.0,4.0,0.592,Zendesk,customer_interaction,58.0,2.0,7.0,0.18,0.192
2025-07-23T11:15:00,15,customer_support,5.0,2.0,4.0,0.762,Zendesk,customer_interaction,39.0,1.0,3.0,0.18,0.142
2025-07-23T11:30:00,15,customer_support,9.0,9.0,2.0,0.6838867675922375,Intercom,customer_interaction,57.0,2.0,18.0,0.05486887824758988,0.161
2025-07-23T11:45:00,15,customer_support,9.0,7.0,6.0,0.566,Intercom,communication,33.0,0.0,8.0,0.18,0.081
2025-07-23T12:00:00,15,customer_support,8.0,6.0,6.0,0.588,Claude,customer_interaction,36.0,0.0,4.0,0.18,0.166
2025-07-23T12:15:00,15,customer_support,5.0,3.0,5.0,0.518,Intercom,customer_interaction,32.0,2.0,8.0,0.18,0.194
2025-07-23T12:30:00,15,customer_support,6.0,3.0,5.0,0.774,Claude,customer_interaction,42.0,7.0,6.0,0.18,0.153
2025-07-23T12:45:00,15,customer_support,3.0,2.0,4.0,0.616,Intercom,customer_interaction,52.0,2.0,2.0,0.18,0.143
2025-07-23T13:00:00,15,customer_support,8.0,4.0,6.0,0.481,Claude,admin,67.0,1.0,7.0,0.18,0.061
2025-07-23T13:15:00,15,customer_support,4.0,4.0,5.0,0.77,Zendesk,admin,55.0,1.0,7.0,0.18,0.057
2025-07-23T13:30:00,15,customer_support,6.0,4.0,4.0,0.534,Claude,admin,41.0,0.0,9.0,0.18,0.084
2025-07-23T13:45:00,15,customer_support,3.0,3.0,6.0,0.701,Slack,learning,25.0,1.0,2.0,0.18,0.15
2025-07-23T14:00:00,15,customer_support,5.0,4.0,6.0,0.692,Intercom,admin,50.0,2.0,5.0,0.18,0.068
2025-07-23T14:45:00,15,customer_support,9.0,4.0,3.0,0.676,Claude,communication,37.0,15.0,8.0,0.18,0.067
2025-07-23T15:00:00,15,customer_support,4.0,2.0,6.0,0.482,Slack,customer_interaction,43.0,0.0,3.0,0.18,0.169
2025-07-23T15:15:00,15,customer_support,5.0,3.0,6.0,0.83,Claude,admin,48.0,2.0,8.0,0.18,0.075
2025-07-23T15:45:00,15,customer_support,9.0,5.0,4.0,0.602,Zendesk,case_resolution,26.0,0.0,6.0,0.18,0.204
2025-07-23T16:00:00,15,customer_support,9.0,5.0,5.0,0.695,Zendesk,case_resolution,48.0,17.0,8.0,0.18,0.168
2025-07-23T16:15:00,15,customer_support,6.0,3.0,5.0,0.506,Zendesk,customer_interaction,28.0,0.0,4.0,0.18,0.176
2025-07-23T16:30:00,15,customer_support,3.0,1.0,3.0,0.781,Slack,customer_interaction,33.0,0.0,6.0,0.18,0.163
2025-07-23T16:45:00,15,customer_support,7.0,6.0,5.0,0.533,Zendesk,customer_interaction,38.0,1.0,7.0,0.18,0.196
2025-07-23T07:00:00,16,analyst,5.0,2.0,9.0,0.538,Tableau,admin,57.0,2.0,3.0,0.2,0.127
2025-07-23T07:15:00,16,analyst,5.0,3.0,11.0,0.611,PowerBI,communication,32.0,9.0,6.0,0.2,0.133
2025-07-23T07:30:00,16,analyst,6.0,2.0,13.0,0.807,Excel,admin,70.0,0.0,4.0,0.2,0.133
2025-07-23T07:45:00,16,analyst,2.0,0.0,6.0,0.91,Excel,admin,65.0,2.0,0.0,0.2,0.106
2025-07-23T08:00:00,16,analyst,7.0,4.0,6.0,0.726,Excel,communication,37.0,16.0,3.0,0.2,0.171
2025-07-23T08:15:00,16,analyst,3.0,1.0,5.0,0.637,PowerBI,admin,36.0,1.0,2.0,0.2,0.097
2025-07-23T08:30:00,16,analyst,6.0,3.0,11.0,0.593,PowerBI,communication,23.0,2.0,1.0,0.2,0.21
2025-07-23T08:45:00,16,analyst,7.0,3.0,16.0,0.765,PowerBI,communication,25.0,0.0,3.0,0.2,0.192
2025-07-23T09:00:00,16,analyst,3.0,1.0,8.0,0.654,Excel,learning,37.0,11.0,1.0,0.2,0.268
2025-07-23T09:15:00,16,analyst,7.0,4.0,12.0,0.55,SQL Server,communication,59.0,1.0,4.0,0.2,0.195
2025-07-23T09:30:00,16,analyst,7.0,3.0,6.0,0.499,SQL Server,learning,38.0,2.0,3.0,0.2,0.316
2025-07-23T09:45:00,16,analyst,4.0,1.0,9.0,0.741,PowerBI,admin,38.0,2.0,2.0,0.2,0.116
2025-07-23T10:15:00,16,analyst,5.0,2.0,11.0,0.794,PowerBI,analysis,17.0,1.0,0.0,0.2802009877585289,0.30276984054963857
2025-07-23T10:45:00,16,analyst,4.0,1.0,14.0,0.537,Tableau,admin,66.0,1.0,2.0,0.2,0.135
2025-07-23T11:00:00,16,analyst,5.0,1.0,8.0,0.581,Excel,analysis,65.0,2.0,1.0,0.2,0.285
2025-07-23T11:15:00,16,analyst,3.0,1.0,10.0,0.559,Tableau,analysis,33.0,2.0,0.0,0.2,0.182
2025-07-23T11:45:00,16,analyst,3.0,1.0,11.0,0.696,Tableau,analysis,50.0,2.0,4.0,0.2,0.203
2025-07-23T12:00:00,16,analyst,7.0,2.0,5.0,0.652,SQL Server,analysis,58.0,2.0,3.0,0.2,0.269
2025-07-23T12:15:00,16,analyst,5.0,1.0,14.0,0.592,Excel,admin,36.0,0.0,3.0,0.2,0.168
2025-07-23T12:30:00,16,analyst,2.0,1.0,13.0,0.656,SQL Server,analysis,47.0,2.0,2.0,0.2,0.169
2025-07-23T12:45:00,16,analyst,6.0,2.0,13.0,0.809,Excel,admin,66.0,0.0,4.0,0.2,0.15
2025-07-23T13:00:00,16,analyst,7.0,3.0,8.0,0.534,Excel,admin,50.0,1.0,1.0,0.2,0.132
2025-07-23T13:15:00,16,analyst,5.0,1.0,12.0,0.558,PowerBI,admin,29.0,0.0,0.0,0.32710359414159895,0.0637092355947246
2025-07-23T13:30:00,16,analyst,7.0,3.0,10.0,0.772,PowerBI,communication,28.0,2.0,5.0,0.2,0.116
2025-07-23T13:45:00,16,analyst,7.0,4.0,16.0,0.544,SQL Server,communication,54.0,2.0,1.0,0.2,0.189
2025-07-23T14:00:00,16,analyst,4.0,2.0,13.0,0.617,Excel,admin,51.0,1.0,4.0,0.22,0.151
2025-07-23T14:15:00,16,analyst,3.0,1.0,11.0,0.641,PowerBI,learning,29.0,9.0,2.0,0.22,0.297
2025-07-23T14:30:00,16,analyst,3.0,1.0,9.0,0.49,Excel,admin,65.0,1.0,3.0,0.22,0.106
2025-07-23T14:45:00,16,analyst,7.0,3.0,14.0,0.667,Excel,communication,39.0,1.0,2.0,0.22,0.18
2025-07-23T15:15:00,16,analyst,7.0,3.0,11.0,0.669,Excel,admin,84.0,1.0,2.0,0.24,0.197
2025-07-23T15:30:00,16,analyst,5.0,2.0,18.0,0.727,Excel,analysis,71.0,1.0,7.0,0.24,0.253
2025-07-23T15:45:00,16,analyst,5.0,2.0,19.0,0.54,Tableau,meeting,53.0,0.0,3.0,0.24,0.144
2025-07-23T16:00:00,16,analyst,7.0,2.0,15.0,0.717,Excel,admin,47.0,0.0,3.0,0.26,0.166
2025-07-23T16:15:00,16,analyst,2.0,1.0,21.0,0.613,PowerBI,meeting,35.0,1.0,4.0,0.26,0.197
2025-07-23T16:45:00,16,analyst,7.0,3.0,9.0,0.539,SQL Server,meeting,70.0,0.0,1.0,0.26,0.279
2025-07-23T17:00:00,16,analyst,2.0,0.0,15.0,0.743,PowerBI,admin,27.0,1.0,3.0,0.2,0.081
2025-07-23T17:15:00,16,analyst,6.0,3.0,10.0,0.761,PowerBI,analysis,37.0,18.0,1.0,0.2,0.222
2025-07-23T17:30:00,16,analyst,2.0,0.0,5.0,0.744,PowerBI,meeting,24.0,6.0,0.0,0.2,0.168
2025-07-23T17:45:00,16,analyst,2.0,1.0,12.0,0.495,PowerBI,analysis,34.0,0.0,2.0,0.2,0.198
2025-07-23T08:00:00,17,developer,6.0,7.0,12.0,0.7915269987822314,VSCode,admin,92.0,15.0,2.0,0.12719529226119342,0.138
2025-07-23T08:15:00,17,developer,5.0,4.0,31.0,0.602,VSCode,learning,90.0,19.0,0.0,0.451,0.457
2025-07-23T08:30:00,17,developer,2.0,2.0,52.0,0.35,Terminal,admin,33.0,2.0,2.0,0.451,0.229
2025-07-23T08:45:00,17,developer,6.0,5.0,44.0,0.496,Terminal,learning,35.0,2.0,1.0,0.451,0.373
2025-07-23T09:00:00,17,developer,5.0,4.0,28.0,0.486,Chrome,learning,41.0,2.0,1.0,0.416,0.399
2025-07-23T09:15:00,17,developer,12.0,12.0,106.0,0.559,Terminal,admin,25.0,0.0,0.0,0.967753188696045,0.14390904637773816
2025-07-23T09:30:00,17,developer,8.0,7.0,39.0,0.435,Terminal,admin,36.0,2.0,0.0,0.416,0.192
2025-07-23T09:45:00,17,developer,11.0,13.0,53.0,0.778,VSCode,communication,84.0,0.0,2.0,0.416,0.187
2025-07-23T10:00:00,17,developer,6.0,6.0,22.0,0.544,VSCode,development,56.0,12.0,0.0,0.381,0.373
2025-07-23T10:15:00,17,developer,8.0,5.0,33.0,0.627,VSCode,learning,103.0,0.0,1.0,0.381,0.343
2025-07-23T10:30:00,17,developer,3.0,3.0,38.0,0.616,VSCode,development,75.0,0.0,1.0,0.381,0.415
2025-07-23T10:45:00,17,developer,2.0,1.0,38.0,0.516,VSCode,analysis,61.0,11.0,3.0,0.381,0.302
2025-07-23T11:00:00,17,developer,2.0,1.0,34.0,0.56,VSCode,learning,87.0,2.0,0.0,0.347,0.386
2025-07-23T11:15:00,17,developer,12.0,15.0,32.0,0.497,VSCode,development,63.0,6.0,0.0,0.347,0.268
2025-07-23T11:30:00,17,developer,7.0,7.0,20.0,0.521,VSCode,development,60.0,12.0,0.0,0.347,0.272
2025-07-23T11:45:00,17,developer,3.0,3.0,45.0,0.405,Terminal,development,38.0,0.0,1.0,0.347,0.316
2025-07-23T12:00:00,17,developer,10.0,8.0,21.0,0.653,Terminal,development,29.0,1.0,0.0,0.347,0.307
2025-07-23T12:15:00,17,developer,3.0,2.0,35.0,0.57,Slack,development,88.0,17.0,1.0,0.347,0.261
2025-07-23T12:30:00,17,developer,7.0,5.0,37.0,0.625,VSCode,learning,87.0,0.0,1.0,0.347,0.37
2025-07-23T12:45:00,17,developer,8.0,8.0,40.0,0.439,VSCode,development,97.0,2.0,0.0,0.347,0.294
2025-07-23T13:00:00,17,developer,12.0,10.0,31.0,0.631,VSCode,learning,78.0,8.0,1.0,0.347,0.337
2025-07-23T13:15:00,17,developer,11.0,7.0,18.0,0.379,Chrome,communication,54.0,2.0,0.0,0.347,0.177
2025-07-23T13:30:00,17,developer,8.0,9.0,25.0,0.543,Terminal,admin,22.0,7.0,0.0,0.347,0.045
2025-07-23T13:45:00,17,developer,4.0,2.0,35.0,0.521,Chrome,learning,50.0,1.0,0.0,0.347,0.327
2025-07-23T14:00:00,17,developer,6.0,6.0,22.0,0.354,VSCode,communication,53.0,2.0,3.0,0.347,0.17
2025-07-23T14:30:00,17,developer,12.0,11.0,30.0,0.502,VSCode,communication,57.0,0.0,1.0,0.347,0.136
2025-07-23T14:45:00,17,developer,6.0,7.0,16.0,0.483,Slack,admin,80.0,1.0,0.0,0.347,0.108
2025-07-23T15:00:00,17,developer,12.0,14.0,29.0,0.674,VSCode,development,59.0,1.0,2.0,0.347,0.317
2025-07-23T15:15:00,17,developer,5.0,5.0,18.0,0.431,Chrome,analysis,37.0,6.0,2.0,0.347,0.198
2025-07-23T15:30:00,17,developer,5.0,3.0,18.0,0.623,Slack,analysis,72.0,1.0,1.0,0.347,0.16
2025-07-23T15:45:00,17,developer,5.0,5.0,26.0,0.483,VSCode,development,78.0,19.0,1.0,0.347,0.224
2025-07-23T16:00:00,17,developer,12.0,13.0,30.0,0.681,VSCode,analysis,64.0,13.0,1.0,0.347,0.149
2025-07-23T16:15:00,17,developer,7.0,6.0,34.0,0.467,VSCode,development,46.0,1.0,0.0,0.347,0.255
2025-07-23T16:30:00,17,developer,6.0,7.0,21.0,0.795,VSCode,communication,74.0,15.0,1.0,0.347,0.098
2025-07-23T16:45:00,17,developer,7.0,8.0,39.0,0.543,VSCode,development,98.0,8.0,0.0,0.347,0.309
2025-07-23T09:00:00,18,developer,5.0,10.0,8.0,0.57,Terminal,communication,15.0,18.0,1.0,0.556,0.139
2025-07-23T09:15:00,18,developer,14.0,28.0,9.0,0.63,VSCode,communication,33.0,14.0,0.0,0.556,0.172
2025-07-23T09:30:00,18,developer,26.0,35.0,8.0,0.483,Terminal,communication,51.0,0.0,0.0,0.556,0.141
2025-07-23T09:45:00,18,developer,13.0,31.0,8.0,0.755,VSCode,communication,31.0,0.0,2.0,0.556,0.105
2025-07-23T10:00:00,18,developer,10.0,15.0,12.0,0.522,VSCode,analysis,34.0,1.0,0.0,0.556,0.363
2025-07-23T10:15:00,18,developer,6.0,13.0,16.0,0.452,Slack,development,31.0,0.0,0.0,0.8693517612977505,0.4103889579064016
2025-07-23T10:30:00,18,developer,3.0,5.0,6.0,0.535,VSCode,analysis,19.0,1.0,0.0,0.556,0.28
2025-07-23T10:45:00,18,developer,18.0,32.0,7.0,0.623,VSCode,development,22.0,1.0,1.0,0.556,0.405
2025-07-23T11:00:00,18,developer,18.0,33.0,11.0,0.347,VSCode,development,32.0,2.0,2.0,0.556,0.379
2025-07-23T11:15:00,18,developer,11.0,26.0,12.0,0.519,VSCode,learning,34.0,0.0,0.0,0.556,0.383
2025-07-23T11:30:00,18,developer,14.0,28.0,6.0,0.48,Terminal,analysis,17.0,10.0,3.0,0.556,0.164
2025-07-23T11:45:00,18,developer,17.0,41.0,10.0,0.531,Terminal,analysis,16.0,2.0,1.0,0.556,0.192
2025-07-23T12:00:00,18,developer,9.0,16.0,12.0,0.452,VSCode,development,17.0,11.0,0.0,0.556,0.39
2025-07-23T12:15:00,18,developer,6.0,10.0,13.0,0.445,Terminal,development,14.0,1.0,4.0,0.556,0.418
2025-07-23T12:30:00,18,developer,18.0,25.0,12.0,0.569,VSCode,development,22.0,0.0,0.0,0.556,0.392
2025-07-23T12:45:00,18,developer,10.0,22.0,6.0,0.591,Chrome,development,24.0,1.0,3.0,0.556,0.338
2025-07-23T13:00:00,18,developer,5.0,10.0,5.0,0.51,VSCode,admin,35.0,0.0,0.0,0.556,0.07
2025-07-23T13:15:00,18,developer,13.0,16.0,6.0,0.596,VSCode,learning,30.0,1.0,1.0,0.556,0.341
2025-07-23T13:30:00,18,developer,6.0,7.0,7.0,0.515,VSCode,learning,27.0,2.0,0.0,0.556,0.381
2025-07-23T14:00:00,18,developer,7.0,15.0,13.0,0.677,VSCode,admin,30.0,1.0,2.0,0.556,0.194
2025-07-23T14:15:00,18,developer,7.0,10.0,12.0,0.472,VSCode,communication,17.0,2.0,0.0,0.556,0.136
2025-07-23T14:30:00,18,developer,6.0,11.0,7.0,0.655,VSCode,communication,22.0,1.0,1.0,0.556,0.214
2025-07-23T14:45:00,18,developer,6.0,10.0,6.0,0.604,VSCode,communication,23.0,0.0,3.0,0.556,0.107
2025-07-23T15:15:00,18,developer,5.0,8.0,8.0,0.582,VSCode,analysis,25.0,2.0,1.0,0.556,0.269
2025-07-23T15:30:00,18,developer,14.0,29.0,12.0,0.528,VSCode,development,32.0,1.0,0.0,0.556,0.466
2025-07-23T15:45:00,18,developer,18.0,38.0,13.0,0.423,Slack,analysis,29.0,2.0,2.0,0.556,0.295
2025-07-23T16:00:00,18,developer,5.0,11.0,11.0,0.625,VSCode,development,37.0,1.0,1.0,0.556,0.314
2025-07-23T16:15:00,18,developer,3.0,5.0,8.0,0.646,Terminal,development,23.0,2.0,2.0,0.556,0.398
2025-07-23T16:30:00,18,developer,18.0,35.0,12.0,0.496,VSCode,analysis,28.0,17.0,0.0,0.556,0.195
2025-07-23T16:45:00,18,developer,9.0,18.0,5.0,0.592,VSCode,development,33.0,1.0,3.0,0.556,0.374
2025-07-23T17:00:00,18,developer,13.0,31.0,14.0,0.425,VSCode,development,38.0,1.0,0.0,0.612,0.288
2025-07-23T17:15:00,18,developer,7.0,13.0,10.0,0.647,VSCode,development,31.0,0.0,1.0,0.612,0.362
2025-07-23T17:45:00,18,developer,3.0,3.0,9.0,0.644,Slack,development,39.0,1.0,2.0,0.612,0.322
2025-07-23T09:00:00,19,customer_support,9.0,9.0,8.0,0.8520105080432923,Zendesk,learning,49.0,0.0,20.0,0.15056127582992576,0.278
2025-07-23T09:15:00,19,customer_support,6.0,5.0,32.0,0.462,Claude,learning,49.0,1.0,2.0,0.368,0.244
2025-07-23T09:30:00,19,customer_support,8.0,7.0,25.0,0.672,Zendesk,learning,33.0,2.0,6.0,0.368,0.284
2025-07-23T10:00:00,19,customer_support,6.0,4.0,21.0,0.636,Zendesk,case_resolution,64.0,9.0,8.0,0.368,0.255
2025-07-23T10:15:00,19,customer_support,8.0,8.0,17.0,0.535,Claude,case_resolution,72.0,0.0,7.0,0.368,0.318
2025-07-23T10:30:00,19,customer_support,5.0,3.0,28.0,0.658,Zendesk,customer_interaction,34.0,0.0,3.0,0.368,0.3
2025-07-23T10:45:00,19,customer_support,5.0,3.0,22.0,0.389,Zendesk,customer_interaction,68.0,1.0,4.0,0.368,0.25
2025-07-23T11:00:00,19,customer_support,5.0,5.0,33.0,0.779,Claude,customer_interaction,56.0,13.0,6.0,0.368,0.301
2025-07-23T11:15:00,19,customer_support,6.0,4.0,33.0,0.708,Intercom,customer_interaction,23.0,0.0,4.0,0.368,0.264
2025-07-23T11:30:00,19,customer_support,8.0,7.0,17.0,0.584,Zendesk,customer_interaction,51.0,2.0,8.0,0.368,0.291
2025-07-23T12:00:00,19,customer_support,5.0,5.0,14.0,0.528,Intercom,customer_interaction,25.0,2.0,5.0,0.368,0.213
2025-07-23T12:15:00,19,customer_support,3.0,1.0,15.0,0.487,Claude,customer_interaction,58.0,6.0,3.0,0.368,0.262
2025-07-23T12:30:00,19,customer_support,4.0,4.0,22.0,0.593,Zendesk,customer_interaction,34.0,7.0,5.0,0.368,0.272
2025-07-23T12:45:00,19,customer_support,7.0,7.0,23.0,0.481,Intercom,communication,23.0,7.0,8.0,0.368,0.17
2025-07-23T13:00:00,19,customer_support,6.0,5.0,36.0,0.513,Slack,admin,63.0,0.0,7.0,0.368,0.093
2025-07-23T13:15:00,19,customer_support,4.0,3.0,35.0,0.536,Zendesk,admin,46.0,1.0,3.0,0.368,0.08
2025-07-23T13:30:00,19,customer_support,8.0,9.0,33.0,0.537,Intercom,learning,31.0,6.0,3.0,0.368,0.246
2025-07-23T13:45:00,19,customer_support,8.0,4.0,37.0,0.528,Zendesk,communication,56.0,8.0,6.0,0.368,0.131
2025-07-23T14:00:00,19,customer_support,7.0,7.0,8.0,0.758981949414507,Zendesk,communication,43.0,13.0,11.0,0.13028659487829228,0.187
2025-07-23T14:15:00,19,customer_support,3.0,2.0,27.0,0.718,Zendesk,communication,43.0,1.0,4.0,0.405,0.088
2025-07-23T14:45:00,19,customer_support,8.0,6.0,29.0,0.468,Zendesk,admin,50.0,11.0,5.0,0.405,0.117
2025-07-23T15:00:00,19,customer_support,5.0,3.0,28.0,0.678,Zendesk,admin,59.0,9.0,6.0,0.442,0.165
2025-07-23T15:15:00,19,customer_support,7.0,7.0,38.0,0.476,Zendesk,customer_interaction,61.0,5.0,5.0,0.442,0.338
2025-07-23T15:30:00,19,customer_support,4.0,3.0,41.0,0.518,Zendesk,admin,66.0,19.0,2.0,0.442,0.08
2025-07-23T16:00:00,19,customer_support,8.0,7.0,32.0,0.45,Intercom,customer_interaction,45.0,1.0,4.0,0.479,0.392
2025-07-23T16:15:00,19,customer_support,7.0,5.0,49.0,0.507,Intercom,customer_interaction,29.0,16.0,0.0,0.7838396885177673,0.4910735442004453
2025-07-23T16:30:00,19,customer_support,3.0,1.0,23.0,0.643,Zendesk,customer_interaction,72.0,2.0,8.0,0.479,0.4
2025-07-23T16:45:00,19,customer_support,9.0,8.0,21.0,0.707,Zendesk,customer_interaction,97.0,18.0,8.0,0.479,0.287
